"id","occupation_type","urban_contiguity","establishment_time","real_estate","special_zone","protected_areas","preservation_areas","risk_situation","risk_susceptibility","parcels_access","parcels_layout","parcels_distance","buildings_condition","infrastructure_condition"
"NUI1977","12_Informal","42_Periphery or remote","22_>10y","32_Stable","53_N.A","62_No","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1978","12_Informal","41_Central","22_>10y","31_Increase","53_N.A","62_No","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","132_Mixed","142_Partial"
"NUI1975","11_Slum","42_Periphery or remote","22_>10y","31_Increase","53_N.A","62_No","72_No","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","131_Adequate","142_Partial"
"NUI1976","11_Slum","42_Periphery or remote","22_>10y","31_Increase","53_N.A","62_No","72_No","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","133_Inadequate","142_Partial"
"NUI2023","12_Informal","42_Periphery or remote","21_<10y","31_Increase","53_N.A","62_No","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI2019",NA,"42_Periphery or remote","22_>10y","32_Stable","53_N.A","62_No","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","141_Adequate"
"NUI2018","12_Informal","42_Periphery or remote","22_>10y","31_Increase","53_N.A","62_No","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","132_Mixed","142_Partial"
"NUI2022","12_Informal","42_Periphery or remote","22_>10y","31_Increase","53_N.A","62_No","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","132_Mixed","142_Partial"
"NUI2025",NA,"42_Periphery or remote","22_>10y","31_Increase","53_N.A","62_No","72_No","82_No","93_N.A","101_Mostly_present","112_Undefined","121_Present","132_Mixed","142_Partial"
"NUI1962","11_Slum","41_Central","22_>10y","31_Increase","53_N.A","62_No","72_No","82_No","93_N.A","101_Mostly_present","112_Undefined","122_Absent","133_Inadequate","142_Partial"
"NUI2026",NA,"42_Periphery or remote","22_>10y","31_Increase","53_N.A","62_No","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","132_Mixed","142_Partial"
"NUI2024","12_Other type","42_Periphery or remote","22_>10y","31_Increase","53_N.A","62_No","72_No","82_No","93_N.A","101_Mostly_present","112_Undefined","121_Present","132_Mixed","142_Partial"
"NUI1750","12_Informal","41_Central","22_>10y","32_Stable","53_N.A","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1813","12_Informal","42_Periphery or remote","22_>10y","32_Stable","51_Yes","62_No","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","141_Adequate"
"NUI1814","12_Informal","42_Periphery or remote","22_>10y","31_Increase","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1811","12_Informal","41_Central","22_>10y","32_Stable","51_Yes","62_No","72_No","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","141_Adequate"
"NUI1812","12_Informal","41_Central","22_>10y","32_Stable","52_No","62_No","72_No","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","141_Adequate"
"NUI1817","12_Informal","41_Central","22_>10y","32_Stable","51_Yes","62_No","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1818","12_Informal","42_Periphery or remote","22_>10y","32_Stable","52_No","62_No","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","141_Adequate"
"NUI1815","12_Informal","41_Central","22_>10y","32_Stable","51_Yes","62_No","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1816","12_Informal","41_Central","22_>10y","32_Stable","51_Yes","62_No","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1796",NA,"42_Periphery or remote","22_>10y","31_Increase","53_N.A","62_No","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","143_Inadequate"
"NUI1797",NA,"42_Periphery or remote","22_>10y","32_Stable","53_N.A","62_No","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","131_Adequate","143_Inadequate"
"NUI1794","12_Informal","41_Central","22_>10y","32_Stable","52_No","62_No","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","141_Adequate"
"NUI1795","12_Informal","41_Central","22_>10y","32_Stable","52_No","62_No","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","141_Adequate"
"NUI1809","12_Informal","42_Periphery or remote","22_>10y","32_Stable","51_Yes","62_No","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1810","12_Informal","41_Central","22_>10y","32_Stable","51_Yes","62_No","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","141_Adequate"
"NUI1798",NA,"42_Periphery or remote","22_>10y","31_Increase","53_N.A","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","132_Mixed","143_Inadequate"
"NUI1808","12_Informal","42_Periphery or remote","22_>10y","32_Stable","51_Yes","62_No","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","141_Adequate"
"NUI1788","11_Slum","42_Periphery or remote","22_>10y","32_Stable","51_Yes","62_No","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","132_Mixed","143_Inadequate"
"NUI1789","11_Slum","42_Periphery or remote","22_>10y","32_Stable","51_Yes","61_Yes","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","131_Adequate","141_Adequate"
"NUI1786","12_Informal","41_Central","22_>10y","32_Stable","52_No","62_No","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","131_Adequate","142_Partial"
"NUI1787","12_Informal","41_Central","22_>10y","32_Stable","52_No","62_No","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","132_Mixed","142_Partial"
"NUI1792","12_Informal","41_Central","22_>10y","32_Stable","52_No","62_No","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","141_Adequate"
"NUI1793","12_Informal","41_Central","22_>10y","32_Stable","52_No","62_No","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","141_Adequate"
"NUI1790","11_Slum","42_Periphery or remote","22_>10y","32_Stable","51_Yes","62_No","72_No","82_No","93_N.A","102_Mostly_absent","111_Well-defined","122_Absent","132_Mixed","143_Inadequate"
"NUI1791","12_Informal","41_Central","22_>10y","32_Stable","52_No","62_No","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","131_Adequate","141_Adequate"
"NUI1780",NA,"42_Periphery or remote","22_>10y","32_Stable","52_No","62_No","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","141_Adequate"
"NUI1781","12_Informal","41_Central","21_<10y","32_Stable","53_N.A","62_No","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1778","11_Slum","42_Periphery or remote","22_>10y","32_Stable","52_No","62_No","72_No","82_No","93_N.A","102_Mostly_absent","112_Undefined","122_Absent","133_Inadequate","141_Adequate"
"NUI1779",NA,"42_Periphery or remote","22_>10y","32_Stable","52_No","62_No","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1784","12_Informal","42_Periphery or remote","21_<10y","32_Stable","52_No","62_No","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1785","12_Informal","41_Central","22_>10y","32_Stable","51_Yes","62_No","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","132_Mixed","142_Partial"
"NUI1782","11_Slum","42_Periphery or remote","22_>10y","32_Stable","52_No","62_No","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","131_Adequate","142_Partial"
"NUI1783","12_Informal","42_Periphery or remote","21_<10y","32_Stable","52_No","62_No","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1432","12_Informal","41_Central","22_>10y","31_Increase","53_N.A","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1433","12_Informal","41_Central","22_>10y","32_Stable","53_N.A","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1430","12_Informal","41_Central","22_>10y","32_Stable","53_N.A","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1431","12_Informal","41_Central","22_>10y","32_Stable","53_N.A","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1436","12_Informal","41_Central","22_>10y","32_Stable","53_N.A","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1437","12_Informal","42_Periphery or remote","22_>10y","31_Increase","53_N.A","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","141_Adequate"
"NUI1434","12_Informal","41_Central","22_>10y","31_Increase","53_N.A","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1435","12_Informal","41_Central","22_>10y","31_Increase","53_N.A","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1424","12_Informal","41_Central","22_>10y","31_Increase","53_N.A","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1425","12_Informal","41_Central","22_>10y","32_Stable","53_N.A","62_No","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1422","12_Informal","42_Periphery or remote","22_>10y","32_Stable","53_N.A","61_Yes","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1423","12_Informal","42_Periphery or remote","22_>10y","31_Increase","53_N.A","61_Yes","72_No","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1428","12_Informal","41_Central","22_>10y","32_Stable","53_N.A","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","141_Adequate"
"NUI1429","12_Informal","41_Central","22_>10y","32_Stable","53_N.A","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1426","12_Informal","41_Central","22_>10y","32_Stable","53_N.A","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1427","12_Informal","41_Central","22_>10y","32_Stable","53_N.A","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1416","12_Informal","41_Central","22_>10y","32_Stable","53_N.A","62_No","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1417","12_Informal","42_Periphery or remote","22_>10y","32_Stable","53_N.A","62_No","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1414","12_Informal","42_Periphery or remote","22_>10y","31_Increase","53_N.A","62_No","72_No","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1415","12_Informal","42_Periphery or remote","22_>10y","31_Increase","53_N.A","62_No","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1420","12_Informal","42_Periphery or remote","22_>10y","31_Increase","53_N.A","62_No","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1421","12_Informal","42_Periphery or remote","22_>10y","31_Increase","53_N.A","62_No","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1418","12_Informal","41_Central","22_>10y","32_Stable","53_N.A","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","141_Adequate"
"NUI1419","12_Informal","42_Periphery or remote","22_>10y","32_Stable","53_N.A","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","141_Adequate"
"NUI1821","12_Informal","42_Periphery or remote","22_>10y","32_Stable","52_No","62_No","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1822","12_Informal","42_Periphery or remote","22_>10y","31_Increase","52_No","62_No","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1819","12_Informal","42_Periphery or remote","22_>10y","32_Stable","52_No","62_No","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1820","12_Informal","42_Periphery or remote","22_>10y","32_Stable","52_No","62_No","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1825","12_Informal","42_Periphery or remote","22_>10y","31_Increase","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1826","12_Informal","42_Periphery or remote","22_>10y","31_Increase","52_No","62_No","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1823","12_Informal","42_Periphery or remote","22_>10y","31_Increase","52_No","62_No","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1824","12_Informal","42_Periphery or remote","22_>10y","32_Stable","51_Yes","62_No","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1742","12_Informal","41_Central","22_>10y","32_Stable","52_No","61_Yes","72_No","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","141_Adequate"
"NUI1744","12_Informal","41_Central","22_>10y","32_Stable","52_No","62_No","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1732","12_Informal","42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","141_Adequate"
"NUI1743","12_Informal","41_Central","22_>10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1705","12_Informal","42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1704","12_Informal","42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1703","12_Informal","42_Periphery or remote","22_>10y","31_Increase","52_No","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1702","12_Informal","42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","141_Adequate"
"NUI1726","12_Informal","41_Central","22_>10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1729","12_Informal","41_Central","22_>10y","32_Stable","52_No","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","141_Adequate"
"NUI1740","12_Informal","42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1727","12_Informal","41_Central","22_>10y","32_Stable","52_No","61_Yes","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1730","12_Informal","42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","93_N.A","102_Mostly_absent","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1733","12_Informal","42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","93_N.A","102_Mostly_absent","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1728","12_Informal","41_Central","22_>10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1731","12_Informal","42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1734","12_Informal","42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","72_No","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1737","12_Informal","42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1827","11_Slum","42_Periphery or remote","22_>10y","32_Stable","51_Yes","62_No","72_No","82_No","93_N.A","101_Mostly_present","112_Undefined","122_Absent","132_Mixed","141_Adequate"
"NUI1735","12_Informal","42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","141_Adequate"
"NUI1738","12_Informal","42_Periphery or remote","22_>10y","32_Stable","52_No","62_No","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1741","12_Informal","42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1736","12_Informal","41_Central","22_>10y","32_Stable","52_No","61_Yes","72_No","81_Yes","93_N.A","101_Mostly_present","112_Undefined","122_Absent","132_Mixed","142_Partial"
"NUI1739","12_Informal","42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1828",NA,"41_Central","22_>10y","32_Stable","51_Yes","62_No","72_No","82_No","93_N.A","102_Mostly_absent","111_Well-defined","121_Present","131_Adequate","141_Adequate"
"NUI1829","12_Informal","41_Central","22_>10y","32_Stable","52_No","62_No","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","131_Adequate","141_Adequate"
"NUI1438","12_Informal","41_Central","22_>10y","32_Stable","53_N.A","62_No","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1772","11_Slum","41_Central","21_<10y","32_Stable","52_No","62_No","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1833","12_Informal","41_Central","22_>10y","32_Stable","52_No","62_No","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","132_Mixed","141_Adequate"
"NUI1832","12_Informal","41_Central","22_>10y","32_Stable","52_No","62_No","72_No","82_No","93_N.A","101_Mostly_present","112_Undefined","122_Absent","132_Mixed","141_Adequate"
"NUI1831","11_Slum","41_Central","22_>10y","32_Stable","52_No","62_No","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","132_Mixed","141_Adequate"
"NUI1830","11_Slum","42_Periphery or remote","22_>10y","32_Stable","52_No","62_No","72_No","82_No","93_N.A","101_Mostly_present","112_Undefined","121_Present","131_Adequate","141_Adequate"
"NUI1717","12_Informal","41_Central","22_>10y","32_Stable","52_No","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1716","12_Informal","41_Central","22_>10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1715","12_Informal","41_Central","22_>10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","93_N.A","102_Mostly_absent","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1714","12_Informal","41_Central","22_>10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1545","12_Informal","42_Periphery or remote","21_<10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1544","11_Slum","42_Periphery or remote","21_<10y","31_Increase","52_No","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","133_Inadequate","142_Partial"
"NUI1543","11_Slum","41_Central","21_<10y","31_Increase","52_No","61_Yes","72_No","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","133_Inadequate","142_Partial"
"NUI1542","12_Informal","42_Periphery or remote","22_>10y","32_Stable","52_No","62_No","72_No","82_No","93_N.A","101_Mostly_present","112_Undefined","121_Present","132_Mixed","142_Partial"
"NUI1725","12_Informal","41_Central","22_>10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1724","12_Informal","41_Central","22_>10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1723","12_Informal","41_Central","22_>10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1722","12_Informal","41_Central","22_>10y","32_Stable","52_No","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1713","12_Informal","41_Central","22_>10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1712","12_Informal","41_Central","22_>10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1711","12_Informal","41_Central","22_>10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1710","12_Informal","41_Central","22_>10y","32_Stable","52_No","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","131_Adequate","142_Partial"
"NUI1701","12_Informal","42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","141_Adequate"
"NUI1700","12_Informal","42_Periphery or remote","21_<10y","32_Stable","52_No","61_Yes","72_No","81_Yes","93_N.A","101_Mostly_present","112_Undefined","121_Present","131_Adequate","142_Partial"
"NUI1699","12_Informal","42_Periphery or remote","21_<10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","112_Undefined","121_Present","131_Adequate","142_Partial"
"NUI1698","12_Informal","42_Periphery or remote","21_<10y","31_Increase","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","112_Undefined","121_Present","131_Adequate","142_Partial"
"NUI1721","12_Informal","41_Central","22_>10y","32_Stable","52_No","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1720","12_Informal","41_Central","22_>10y","32_Stable","52_No","61_Yes","72_No","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1719","12_Informal","41_Central","22_>10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1718","12_Informal","41_Central","22_>10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1709","12_Informal","41_Central","22_>10y","32_Stable","52_No","61_Yes","72_No","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1708","12_Informal","41_Central","22_>10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1707","12_Informal","41_Central","22_>10y","32_Stable","52_No","62_No","72_No","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","141_Adequate"
"NUI1706","11_Slum","42_Periphery or remote","21_<10y","32_Stable","52_No","61_Yes","72_No","81_Yes","93_N.A","102_Mostly_absent","112_Undefined","121_Present","133_Inadequate","143_Inadequate"
"NUI1697","12_Informal","42_Periphery or remote","21_<10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","112_Undefined","121_Present","131_Adequate","142_Partial"
"NUI1696","12_Informal","42_Periphery or remote","21_<10y","31_Increase","52_No","61_Yes","72_No","81_Yes","93_N.A","101_Mostly_present","112_Undefined","121_Present","131_Adequate","142_Partial"
"NUI1695","12_Informal","42_Periphery or remote","21_<10y","31_Increase","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","112_Undefined","121_Present","131_Adequate","142_Partial"
"NUI1694","12_Informal","42_Periphery or remote","21_<10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1557","12_Informal","42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","72_No","82_No","93_N.A","102_Mostly_absent","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1556","12_Informal","42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1555","12_Informal","42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1554","12_Informal","42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1513","12_Informal","41_Central","22_>10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI1512","12_Informal","42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
